index,time1,time2
380,1464932227,1464932287
380,1464932350,1464932410
380,1464937519,1464937579
380,1464937691,1464937751
380,1464937734,1464937794
385,1464872582,1464872642
385,1464872702,1464872762
385,1464872902,1464872962
385,1464873062,1464873122
385,1464873262,1464873322
385,1464873422,1464873482
385,1464873622,1464873682
385,1464873742,1464873802
385,1464873902,1464873962
385,1464874062,1464874122
385,1464874222,1464874282
385,1464874382,1464874442
385,1464874582,1464874642
385,1464874742,1464874802
385,1464874942,1464875002
385,1464875102,1464875162
385,1464875262,1464875322
385,1464875422,1464875482
385,1464875622,1464875682
385,1464875782,1464875842
385,1464875822,1464875882
385,1464880262,1464880322
385,1464880302,1464880362
385,1464883021,1464883081
385,1464883194,1464883254
385,1464883370,1464883430
385,1464883546,1464883606
385,1464884833,1464884893
385,1464885066,1464885126
385,1464889322,1464889382
385,1464889454,1464889514
385,1464889812,1464889872
385,1464889862,1464889922
385,1464891501,1464891561
385,1464891662,1464891722
385,1464891742,1464891802
385,1464891982,1464892042
385,1464892222,1464892282
385,1464892342,1464892402
385,1464892382,1464892442
385,1464892677,1464892737
385,1464892742,1464892802
385,1464897265,1464897325
385,1464897412,1464897472
385,1464897576,1464897636
385,1464897744,1464897804
385,1464897925,1464897985
385,1464898129,1464898189
385,1464898272,1464898332
385,1464898764,1464898824
385,1464898969,1464899029
385,1464899109,1464899169
385,1464899281,1464899341
385,1464899453,1464899513
385,1464899893,1464899953
385,1464900493,1464900553
385,1464900622,1464900682
385,1464900794,1464900854
385,1464900966,1464901026
385,1464901095,1464901155
385,1464901267,1464901327
385,1464901396,1464901456
385,1464901548,1464901608
385,1464901813,1464901873
385,1464901901,1464901961
385,1464902341,1464902401
385,1464902517,1464902577
385,1464902693,1464902753
385,1464902810,1464902870
385,1464903074,1464903134
385,1464903160,1464903220
385,1464903351,1464903411
385,1464903470,1464903530
385,1464904026,1464904086
385,1464905890,1464905950
385,1464907853,1464907913
385,1464908035,1464908095
385,1464908164,1464908224
385,1464908293,1464908353
385,1464908551,1464908611
385,1464908723,1464908783
385,1464908891,1464908951
385,1464909024,1464909084
385,1464909205,1464909265
385,1464909411,1464909471
385,1464909583,1464909643
385,1464909626,1464909686
385,1464909884,1464909944
385,1464910078,1464910138
385,1464910185,1464910245
385,1464910443,1464910503
385,1464910572,1464910632
385,1464910750,1464910810
385,1464910873,1464910933
385,1464911088,1464911148
385,1464911275,1464911335
385,1464911432,1464911492
385,1464911561,1464911621
385,1464911604,1464911664
385,1464911905,1464911965
385,1464912894,1464912954
385,1464913091,1464913151
385,1464913214,1464913274
385,1464913419,1464913479
385,1464913583,1464913643
385,1464915247,1464915307
385,1464915593,1464915653
385,1464915764,1464915824
385,1464918970,1464919030
385,1464920412,1464920472
385,1464920580,1464920640
385,1464920913,1464920973
385,1464921064,1464921124
385,1464921150,1464921210
385,1464921795,1464921855
385,1464922101,1464922161
385,1464922986,1464923046
385,1464923117,1464923177
385,1464923332,1464923392
385,1464923504,1464923564
385,1464923676,1464923736
385,1464923805,1464923865
385,1464924752,1464924812
385,1464925569,1464925629
385,1464926831,1464926891
385,1464927181,1464927241
385,1464927217,1464927277
385,1464927670,1464927730
385,1464927815,1464927875
385,1464927901,1464927961
385,1464929191,1464929251
385,1464929277,1464929337
385,1464929492,1464929552
385,1464929664,1464929724
385,1464929836,1464929896
385,1464930008,1464930068
385,1464930180,1464930240
385,1464930392,1464930452
385,1464930567,1464930627
385,1464930610,1464930670
385,1464930997,1464931057
385,1464931242,1464931302
385,1464931427,1464931487
385,1464931599,1464931659
385,1464931922,1464931982
385,1464932058,1464932118
385,1464932219,1464932279
385,1464932390,1464932450
385,1464932588,1464932648
385,1464932674,1464932734
385,1464932907,1464932967
385,1464933146,1464933206
385,1464933247,1464933307
385,1464933482,1464933542
385,1464933637,1464933697
385,1464933697,1464933757
3,1464878986,1464879046
3,1464884404,1464884464
3,1464884533,1464884593
3,1464884748,1464884808
3,1464884812,1464884872
3,1464885095,1464885155
3,1464885549,1464885609
3,1464885780,1464885840
3,1464886124,1464886184
3,1464887031,1464887091
3,1464888628,1464888688
3,1464888670,1464888730
3,1464889982,1464890042
3,1464890056,1464890116
3,1464896452,1464896512
3,1464896617,1464896677
3,1464896780,1464896840
3,1464896944,1464897004
3,1464897108,1464897168
3,1464897274,1464897334
3,1464897341,1464897401
3,1464903902,1464903962
3,1464904098,1464904158
3,1464904263,1464904323
3,1464904430,1464904490
3,1464904518,1464904578
3,1464904738,1464904798
3,1464904940,1464905000
3,1464905046,1464905106
3,1464905429,1464905489
3,1464905593,1464905653
3,1464905757,1464905817
3,1464905962,1464906022
3,1464906102,1464906162
3,1464906290,1464906350
3,1464906313,1464906373
3,1464913957,1464914017
3,1464914171,1464914231
3,1464914367,1464914427
3,1464914531,1464914591
3,1464914695,1464914755
3,1464914900,1464914960
3,1464915105,1464915165
3,1464915228,1464915288
3,1464915433,1464915493
3,1464915597,1464915657
3,1464915761,1464915821
3,1464915966,1464916026
3,1464916130,1464916190
3,1464916294,1464916354
3,1464916458,1464916518
3,1464916622,1464916682
3,1464916827,1464916887
3,1464916991,1464917051
3,1464917155,1464917215
3,1464917319,1464917379
3,1464917483,1464917543
3,1464917647,1464917707
3,1464917811,1464917871
3,1464918016,1464918076
3,1464918180,1464918240
3,1464918385,1464918445
3,1464918549,1464918609
3,1464918713,1464918773
3,1464918877,1464918937
3,1464919041,1464919101
3,1464919205,1464919265
3,1464919369,1464919429
3,1464919533,1464919593
3,1464919697,1464919757
3,1464919861,1464919921
3,1464920025,1464920085
3,1464920189,1464920249
3,1464920394,1464920454
3,1464920558,1464920618
3,1464920722,1464920782
3,1464920886,1464920946
3,1464921050,1464921110
3,1464921255,1464921315
3,1464921419,1464921479
3,1464921583,1464921643
3,1464921788,1464921848
3,1464921952,1464922012
3,1464922116,1464922176
3,1464922321,1464922381
3,1464922485,1464922545
3,1464922649,1464922709
3,1464922813,1464922873
3,1464922977,1464923037
3,1464923141,1464923201
3,1464923346,1464923406
3,1464923510,1464923570
3,1464923674,1464923734
3,1464923879,1464923939
3,1464924002,1464924062
3,1464924166,1464924226
3,1464924330,1464924390
3,1464924494,1464924554
3,1464924658,1464924718
3,1464924822,1464924882
3,1464924986,1464925046
3,1464925109,1464925169
3,1464925314,1464925374
3,1464925478,1464925538
3,1464925640,1464925700
3,1464925763,1464925823
3,1464925970,1464926030
3,1464926175,1464926235
3,1464926339,1464926399
3,1464926503,1464926563
3,1464926667,1464926727
3,1464926831,1464926891
3,1464926995,1464927055
3,1464927159,1464927219
3,1464927364,1464927424
3,1464927514,1464927574
3,1464927637,1464927697
3,1464927842,1464927902
3,1464928006,1464928066
3,1464928129,1464928189
3,1464937536,1464937596
3,1464937606,1464937666
6,1464922129,1464922189
6,1464922305,1464922365
6,1464922481,1464922541
6,1464922657,1464922717
6,1464922833,1464922893
6,1464922965,1464923025
6,1464923141,1464923201
6,1464923317,1464923377
6,1464923537,1464923597
6,1464923669,1464923729
6,1464923845,1464923905
6,1464924021,1464924081
6,1464924153,1464924213
6,1464924285,1464924345
6,1464924461,1464924521
6,1464924637,1464924697
6,1464924813,1464924873
6,1464924989,1464925049
6,1464925297,1464925357
6,1464925649,1464925709
6,1464925781,1464925841
6,1464925957,1464926017
6,1464926177,1464926237
6,1464926361,1464926421
6,1464926529,1464926589
6,1464926661,1464926721
6,1464926837,1464926897
6,1464927013,1464927073
6,1464927145,1464927205
6,1464927321,1464927381
6,1464927497,1464927557
6,1464927673,1464927733
10,1464892676,1464892736
10,1464892799,1464892859
10,1464892922,1464892982
10,1464894647,1464894707
10,1464903896,1464903956
10,1464904785,1464904845
10,1464909763,1464909823
10,1464909854,1464909914
10,1464910097,1464910157
10,1464910181,1464910241
10,1464917489,1464917549
10,1464917657,1464917717
10,1464917825,1464917885
10,1464917993,1464918053
10,1464918203,1464918263
10,1464918371,1464918431
10,1464918542,1464918602
10,1464918715,1464918775
10,1464918875,1464918935
10,1464925793,1464925853
10,1464927172,1464927232
10,1464927359,1464927419
10,1464927485,1464927545
10,1464927653,1464927713
10,1464927863,1464927923
10,1464927947,1464928007
10,1464929031,1464929091
10,1464929157,1464929217
10,1464929325,1464929385
10,1464930669,1464930729
10,1464930879,1464930939
10,1464931089,1464931149
10,1464931215,1464931275
10,1464931425,1464931485
10,1464931593,1464931653
10,1464931761,1464931821
10,1464931887,1464931947
10,1464932055,1464932115
10,1464932223,1464932283
10,1464932391,1464932451
10,1464932559,1464932619
10,1464932727,1464932787
10,1464932937,1464932997
10,1464933147,1464933207
10,1464933273,1464933333
10,1464933483,1464933543
10,1464933609,1464933669
10,1464933777,1464933837
10,1464933945,1464934005
10,1464934113,1464934173
10,1464934281,1464934341
10,1464934449,1464934509
10,1464934617,1464934677
10,1464934659,1464934719
10,1464936568,1464936628
10,1464936725,1464936785
10,1464936851,1464936911
10,1464937061,1464937121
10,1464937187,1464937247
10,1464937355,1464937415
10,1464937523,1464937583
10,1464937565,1464937625
10,1464937799,1464937859
10,1464937859,1464937919
10,1464938153,1464938213
10,1464938321,1464938381
10,1464938363,1464938423
10,1464941807,1464941867
10,1464941975,1464942035
10,1464942143,1464942203
13,1464899462,1464899522
13,1464899594,1464899654
13,1464899770,1464899830
13,1464899902,1464899962
13,1464900122,1464900182
13,1464900549,1464900609
13,1464915969,1464916029
13,1464916098,1464916158
13,1464916270,1464916330
13,1464916442,1464916502
13,1464916614,1464916674
13,1464916786,1464916846
13,1464917001,1464917061
13,1464917173,1464917233
13,1464917302,1464917362
13,1464917472,1464917532
13,1464917646,1464917706
13,1464917689,1464917749
13,1464917904,1464917964
13,1464919882,1464919942
13,1464920011,1464920071
13,1464920165,1464920225
13,1464920251,1464920311
13,1464925927,1464925987
13,1464926332,1464926392
13,1464926418,1464926478
13,1464927493,1464927553
13,1464927579,1464927639
13,1464928525,1464928585
13,1464928611,1464928671
13,1464928826,1464928886
13,1464928912,1464928972
13,1464929169,1464929229
13,1464929299,1464929359
13,1464929686,1464929746
17,1464888159,1464888219
17,1464888264,1464888324
17,1464888432,1464888492
17,1464888600,1464888660
17,1464888768,1464888828
17,1464888936,1464888996
17,1464889146,1464889206
17,1464889314,1464889374
17,1464889482,1464889542
17,1464889650,1464889710
17,1464889776,1464889836
17,1464889944,1464890004
17,1464890028,1464890088
17,1464892715,1464892775
17,1464892716,1464892776
17,1464898265,1464898325
17,1464898308,1464898368
17,1464898434,1464898494
17,1464898518,1464898578
17,1464898787,1464898847
17,1464898938,1464898998
17,1464898980,1464899040
17,1464899119,1464899179
17,1464899148,1464899208
17,1464899894,1464899954
17,1464899904,1464899964
17,1464899946,1464900006
17,1464904360,1464904420
17,1464904392,1464904452
17,1464904798,1464904858
17,1464904938,1464904998
17,1464905594,1464905654
17,1464905786,1464905846
17,1464905950,1464906010
17,1464906032,1464906092
17,1464906910,1464906970
17,1464906952,1464907012
17,1464907349,1464907409
17,1464907362,1464907422
17,1464907444,1464907504
17,1464915366,1464915426
17,1464915433,1464915493
17,1464915568,1464915628
17,1464915748,1464915808
17,1464915973,1464916033
17,1464916108,1464916168
17,1464916288,1464916348
17,1464916468,1464916528
17,1464916648,1464916708
17,1464916828,1464916888
17,1464917008,1464917068
17,1464917143,1464917203
17,1464917323,1464917383
17,1464917503,1464917563
17,1464917638,1464917698
17,1464917818,1464917878
17,1464917998,1464918058
17,1464918178,1464918238
17,1464918358,1464918418
17,1464918538,1464918598
17,1464918718,1464918778
17,1464918853,1464918913
17,1464919033,1464919093
17,1464919213,1464919273
17,1464919348,1464919408
17,1464919528,1464919588
17,1464919708,1464919768
17,1464919843,1464919903
17,1464920023,1464920083
17,1464920203,1464920263
17,1464920383,1464920443
17,1464920563,1464920623
17,1464920743,1464920803
17,1464920923,1464920983
17,1464921058,1464921118
17,1464921238,1464921298
17,1464921418,1464921478
17,1464921598,1464921658
17,1464921778,1464921838
17,1464921958,1464922018
17,1464922138,1464922198
17,1464922318,1464922378
17,1464922453,1464922513
17,1464922633,1464922693
17,1464922813,1464922873
17,1464922948,1464923008
17,1464923128,1464923188
17,1464923308,1464923368
17,1464923533,1464923593
17,1464923668,1464923728
17,1464923848,1464923908
17,1464924028,1464924088
17,1464924163,1464924223
17,1464924298,1464924358
17,1464924478,1464924538
17,1464924658,1464924718
17,1464924793,1464924853
17,1464924973,1464925033
17,1464925108,1464925168
17,1464925288,1464925348
17,1464925468,1464925528
17,1464925648,1464925708
17,1464925783,1464925843
17,1464925963,1464926023
17,1464926188,1464926248
17,1464926323,1464926383
17,1464926503,1464926563
17,1464926683,1464926743
17,1464926818,1464926878
17,1464926998,1464927058
17,1464927178,1464927238
17,1464927268,1464927328
17,1464929293,1464929353
17,1464929473,1464929533
17,1464929698,1464929758
17,1464929833,1464929893
17,1464930013,1464930073
17,1464930193,1464930253
17,1464930373,1464930433
17,1464930508,1464930568
17,1464930738,1464930798
17,1464930778,1464930838
17,1464931858,1464931918
33,1464884578,1464884638
33,1464884772,1464884832
33,1464885563,1464885623
33,1464887064,1464887124
33,1464887320,1464887380
33,1464887406,1464887466
33,1464922339,1464922399
33,1464922396,1464922456
33,1464922648,1464922708
33,1464922850,1464922910
33,1464923130,1464923190
33,1464923500,1464923560
33,1464924018,1464924078
33,1464924154,1464924214
33,1464924243,1464924303
33,1464924495,1464924555
33,1464924513,1464924573
33,1464926358,1464926418
33,1464926496,1464926556
33,1464926673,1464926733
33,1464926853,1464926913
33,1464926988,1464927048
33,1464927171,1464927231
33,1464927348,1464927408
33,1464927521,1464927581
33,1464927640,1464927700
33,1464927843,1464927903
33,1464928023,1464928083
33,1464928179,1464928239
33,1464928203,1464928263
33,1464954669,1464954729
33,1464955433,1464955493
33,1464955608,1464955668
33,1464955743,1464955803
33,1464955923,1464955983
33,1464956013,1464956073
38,1464890848,1464890908
38,1464896840,1464896900
38,1464897775,1464897835
38,1464897947,1464898007
38,1464898119,1464898179
38,1464898248,1464898308
38,1464908193,1464908253
38,1464908208,1464908268
38,1464917164,1464917224
